"Country","Sex","Year","Age group","Mean height","Mean height lower 95% uncertainty interval","Mean height upper 95% uncertainty interval","Mean height standard error"
"United Kingdom","Boys",2007,16,174.6258047,174.2365148,175.0188975,0.200665267
"United Kingdom","Boys",2007,17,176.2672452,175.8381495,176.6899843,0.215114615
"United Kingdom","Boys",2007,18,177.0272587,176.5827051,177.4594803,0.223472363
"United Kingdom","Boys",2007,19,177.3608883,176.9288187,177.7796239,0.218693155
"United Kingdom","Boys",2008,5,112.6815409,112.2422191,113.099433,0.216922594
"United Kingdom","Boys",2008,6,119.3443987,118.9698048,119.7073461,0.184444914
"United Kingdom","Boys",2008,7,125.4596463,125.1081591,125.8063565,0.178243471
"United Kingdom","Boys",2008,8,131.1871986,130.834767,131.5187831,0.175684429
"United Kingdom","Boys",2008,9,136.6399141,136.298075,136.9654142,0.172084015
"United Kingdom","Boys",2008,10,141.9661715,141.6274241,142.2933606,0.17078695
"United Kingdom","Boys",2008,11,147.3919407,147.0532504,147.7413846,0.17346146
"United Kingdom","Boys",2008,12,153.4841896,153.1281966,153.8347727,0.181669893
"United Kingdom","Boys",2008,13,160.4883904,160.1207129,160.8516792,0.185563958
"United Kingdom","Boys",2008,14,167.0382229,166.6697413,167.4044359,0.187767949
"United Kingdom","Boys",2008,15,171.7446375,171.3727994,172.1204199,0.190054545
"United Kingdom","Boys",2008,16,174.684135,174.2946682,175.0740047,0.201082713
"United Kingdom","Boys",2008,17,176.3153761,175.8845849,176.7423195,0.213589647
"United Kingdom","Boys",2008,18,177.0861723,176.6452394,177.5191937,0.223995718
"United Kingdom","Boys",2008,19,177.4170587,176.979509,177.8457645,0.220952928
"United Kingdom","Boys",2009,5,112.7040343,112.2757597,113.1304627,0.215139057
"United Kingdom","Boys",2009,6,119.3564096,118.9849687,119.7165124,0.183980238
"United Kingdom","Boys",2009,7,125.503999,125.1487552,125.8480988,0.177021892
"United Kingdom","Boys",2009,8,131.2378362,130.8937624,131.5723212,0.174205677
"United Kingdom","Boys",2009,9,136.717836,136.373695,137.0447814,0.17209034
"United Kingdom","Boys",2009,10,142.0568568,141.7168766,142.3806696,0.168389672
"United Kingdom","Boys",2009,11,147.4876406,147.1514671,147.8198419,0.170250258
"United Kingdom","Boys",2009,12,153.5736101,153.2276389,153.9337555,0.179576109
"United Kingdom","Boys",2009,13,160.5658649,160.2054197,160.9223334,0.185375086
"United Kingdom","Boys",2009,14,167.1089516,166.7379682,167.4755827,0.188354461
"United Kingdom","Boys",2009,15,171.805968,171.4248599,172.1824723,0.191829576
"United Kingdom","Boys",2009,16,174.7464614,174.3532365,175.1470225,0.202067755
"United Kingdom","Boys",2009,17,176.3737064,175.9439908,176.7968217,0.214752952
"United Kingdom","Boys",2009,18,177.1343032,176.6873325,177.5725779,0.224457969
"United Kingdom","Boys",2009,19,177.4759723,177.0279866,177.9130825,0.225456708
"United Kingdom","Boys",2010,5,112.7396609,112.3104961,113.1631207,0.215239797
"United Kingdom","Boys",2010,6,119.378903,119.0145381,119.740335,0.1848185
"United Kingdom","Boys",2010,7,125.5160099,125.1585543,125.8638872,0.179062611
"United Kingdom","Boys",2010,8,131.282189,130.9391842,131.6239196,0.174870406
"United Kingdom","Boys",2010,9,136.7684736,136.426526,137.1022831,0.17238265
"United Kingdom","Boys",2010,10,142.1347788,141.8063926,142.4556318,0.169976558
"United Kingdom","Boys",2010,11,147.578326,147.2420389,147.9115962,0.169968501
"United Kingdom","Boys",2010,12,153.66931,153.3197171,154.019567,0.17822931
"United Kingdom","Boys",2010,13,160.6552854,160.300845,161.0148801,0.184966838
"United Kingdom","Boys",2010,14,167.1864261,166.8159441,167.5552639,0.189749241
"United Kingdom","Boys",2010,15,171.8766966,171.4901639,172.2553546,0.193569528
"United Kingdom","Boys",2010,16,174.8077919,174.4007671,175.2083622,0.204707081
