,Year,Tmax,Tmin,Tmean,Sun,Rain,AF,Station
48,1977,21.0,0.7,19.85,1369.3000000000002,710.5999999999999,32.0,Oxford
49,1978,20.2,0.4,19.725,1390.8999999999999,576.8,51.0,Oxford
50,1979,22.5,-3.1,19.05,1493.4,751.9,55.0,Oxford
51,1980,21.2,-0.3,19.991666666666667,1522.2000000000003,634.3,38.0,Oxford
52,1981,22.2,-2.0,19.75,1204.7,682.9,46.0,Oxford
53,1982,22.0,-0.1,21.175,1380.9,654.4999999999999,34.0,Oxford
54,1983,26.8,-0.7,21.54166666666666,1467.3000000000002,577.6999999999999,40.0,Oxford
55,1984,23.9,1.0,20.891666666666666,1574.1999999999998,608.7,29.0,Oxford
56,1985,21.6,-1.9,19.781818181818185,1392.3,620.9,55.0,Oxford
57,1986,21.5,-4.1,18.733333333333334,1625.0,704.1,40.0,Oxford
58,1987,21.2,-1.4,19.474999999999998,1371.1000000000001,595.6,56.0,Oxford
59,1988,20.4,1.6,20.558333333333334,1401.6000000000001,571.1,33.0,Oxford
60,1989,24.9,3.0,22.683333333333334,1868.0999999999997,598.8,22.0,Oxford
61,1990,24.7,1.7,22.691666666666666,1875.3000000000002,473.0,19.0,Oxford
62,1991,23.2,-1.6,19.958333333333332,1482.9000000000005,526.8,42.0,Oxford
63,1992,21.4,1.3,20.891666666666666,1469.3,795.6000000000001,36.0,Oxford
64,1993,20.8,2.4,20.45,1555.0,723.6,27.0,Oxford
65,1994,24.8,1.3,22.01666666666667,1692.5,703.5000000000001,15.0,Oxford
66,1995,26.4,0.2,22.541666666666668,1880.3,683.4,37.0,Oxford
67,1996,14.1,4.8,19.15,334.0,85.0,6.0,Oxford
68,1997,19.7,-0.2,16.966666666666665,541.9,317.40000000000003,32.0,Oxford
69,1998,22.4,2.2,21.254545454545454,1254.9999999999998,645.9000000000001,30.0,Oxford
70,1999,24.2,1.7,22.65833333333333,1569.6999999999998,736.6999999999999,21.0,Oxford
71,2000,22.7,2.0,22.23333333333333,1499.1000000000001,826.6999999999999,23.0,Oxford
72,2001,23.4,0.2,21.40833333333333,1595.9000000000003,677.0,50.0,Oxford
73,2002,22.8,3.4,22.8,1487.2999999999997,813.5,16.0,Oxford
74,2003,25.5,0.6,23.2,1720.9,459.79999999999995,45.0,Oxford
75,2004,23.4,2.7,22.808333333333334,1563.8000000000004,727.4000000000001,29.0,Oxford
76,2005,23.1,1.8,22.599999999999998,1570.1000000000001,504.7,41.0,Oxford
77,2006,27.1,0.8,23.325,1668.2,765.1,42.0,Oxford
78,2007,21.7,2.4,22.45,1631.5,753.9000000000001,28.0,Oxford
79,2008,22.0,1.3,20.599999999999998,1138.5,593.9,28.0,Oxford
80,2009,22.7,0.2,22.241666666666664,1704.3000000000002,620.5,41.0,Oxford
81,2010,23.9,-1.0,21.818181818181817,1527.9999999999998,571.0,44.0,Oxford
82,2011,21.4,1.9,24.67777777777778,1245.8,374.09999999999997,14.0,Oxford
83,2012,14.0,1.2,14.25,542.9000000000001,391.0,30.0,Oxford
84,2013,25.5,0.2,20.73333333333333,1610.1,635.8000000000001,43.0,Oxford
85,2014,24.9,2.4,23.470000000000002,1420.5000000000002,656.5,16.0,Oxford
86,2015,22.6,1.0,22.600000000000005,1581.7999999999997,547.4,23.0,Oxford
87,2016,23.5,2.2,22.358333333333334,1570.9,658.2,29.0,Oxford
88,2017,23.3,0.8,22.763636363636365,1425.7,559.7,30.0,Oxford
89,2018,27.4,0.3,21.981818181818184,1576.6,544.0,31.0,Oxford
90,2019,24.5,1.0,22.55,1649.3,726.1,37.0,Oxford
91,2020,23.5,3.0,23.491666666666664,1824.1000000000004,813.5999999999999,24.0,Oxford
92,2021,16.2,1.3,16.150000000000002,663.9,409.0,30.0,Oxford
